sentiment,id,user,text
Negative,2016983872,TheBlowfish,@burlesquer http://iconfactory.com/software/twitterrific mac only though 
Negative,2056414328,sisforsarah,@LauraMcGahon i've not been to club in like a year!! i miss it  x
Negative,2233676942,etoiledelamer,"I miss photoshop.  Since I got a Mac I no longer have it. However, I'm loving my new $3 sunglasses. "
Positive,1751468107,jadewoods03,Watching superbad with brit 
Negative,1830573303,caylaxnicole,Meh. Perfect word to describe how I feel at this moment in time 
Positive,2000912329,scottfotki,@naughtymeg let us know when you get it going 
Negative,2000437097,luv_mac_and_chz,@DonnieWahlberg @joeymcintyre I need an answer from my generals...Please tell me U are not leaving us again!! 
Positive,1468711696,bubblejiggle,@imogenheap I'm so excited for the new album! and btw...today is my birthday! Yay 25!  Cheers!
Negative,1835287190,besidemyside,@tonei  *hugs*  I guess they did an MRI this morning and they found a spot on his lung.  That can't be good.
Negative,1999249646,clairecookie,My tummy huuuurts. I need to eat something 
Positive,2051197007,hsojeel,@ttsvegas  can't wait to cheat on starbucks with you
Positive,1753216403,shaylyndanae,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact! 
Positive,1969757171,serenetan,@leehong2511 hey good afternoon! enjoy yourself  haha..
Positive,2177923744,Stanks,Not that there's anything wrong with Seattle.  
Negative,2235259955,EmpressCoyaB,"@SHAYMAMII wait wait wait, its not what you think *gECBr* hehe anyway i went to the 1 by my house, i dont have my car "
Negative,1565014308,scottchilders,@digitaldrivel Re: lunch today. interested:yes. available: no.   Have fun without me and I'll try and catch ya next time.
Positive,1970437683,AndyCarolan,"@amykate hey, thanks  - not sure it makes much sense RE the theme for that one unless youre a UFO geek lol"
Negative,2221831829,annapanana,OH NOO! i just pulled my soaking wet ipod out of the washer   
Positive,1968794437,xxxJewelzxxx,doin it big on a Friday night  the only way it should be done!!!!
Negative,2000957509,mncaskhn,sleeping. finally. getting up at 630 
Positive,2013162114,Spycnsweet,@paula721 i was really sayin nite to u both but here i still am 
Positive,2176046383,isisproject,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 11:45:26 CEST 2009
Negative,1995732855,knifeeyeattack,@samlikessoup was it something i did?   Sorry!  
Negative,1693891922,cookie_crumbles,mother thinks my household skills may score well below Knight Riders 
Negative,2257762911,TheRealKream,@brooklynblack just blah...this weather and im annoyed.  fix me boo.
Negative,1991867879,BowDogCalgary,Every red light 
Negative,2322747609,Lydiaatthedisco,Grrrr. I have a headache 
Positive,1999894079,SUGARvampchick,@thexartiste ok i thought i was the only one...i dont really like conan...craig is better...i love jimmy just because i love jimmy 
Positive,1883093751,StillNotDan,Woohoo! Going to the city for Epik high Concert! Mad excited 
Negative,2206324680,ThA_bRoOkEsTeR,Babysitting 9-6;; MIGRAINE &amp; 4 hours of sleep!!! 
Negative,2203412717,richgoade,@paulgoade 12:40 here and no sign of it either 
Positive,1680168783,Therealkeenan,@rachaelpachel yeah it was a great day in van yesterday 
Negative,2199687308,swampmomster,Back to reading transcripts for article on NOLA. Makes me so sad for my city. 
Positive,2176046650,Danderma,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping 
Positive,1976791427,JennyG03,i just made persian rice and it was delicious! i'm so proud of myself  trader joe's cookbook is the greatest
Positive,2052562990,thescaryfairy,isn't it amusing watching #labour go up in smoke? 
Negative,2063301210,_sarah_jane_199,in serious need of coffee and a hug  only one person i want a hug from though
Negative,2249996853,torisgreat,EWWW! THERES A BUG IN MY ROOM 
Negative,1675826030,EliseG,@UneditedVersion  Brilliant? You're sweet.  I better be one of your BFFs!  ;) Even if we're both so busy we don't get 2 chat much anymore 
Negative,1755634229,Auralance,driving on 75 reminds me of the virgin mobile tour 
Positive,1680091390,monicahunt,Swim &amp; bike this afternoon- too stinkin' hot to run! Or maybe I just need to get up earlier 
Negative,2201176480,kittenr,@imalexevans They sell nutella in Canada!? That's amazing. I can't seem to find it in the states... 
Positive,2052890972,irishmoster,I can't wait for school cause i miss my friends. 
Negative,1995402638,angelicaprado,Not enjoying any kind of food at the moment! 
Negative,2181921835,martinpacker,Mediocre #thunderstorm rolling through South West of #Poughkeepsie. I'm told this morning's which I mostly slept thru  was a classic 
Negative,1834376893,Groonk,@nixsight ach! blocked in the USA. 
Positive,1559006272,Gemininex,Spent the whole day looking for a bday gift for my significant other bday. He's gonna Bcome 33. nothing yet. Could anybody help? 
Positive,1979696587,judyvillanueva,now watching...the 3rd Terminator: Rise of the Machines! 
Positive,1752871232,oasis1223,Might be in the middle of a perfect weekend... 
Negative,1693337367,puma_ish_crazy,misses eveykins 
Positive,2178232065,TheKatBird,"@djmawson Hi (Y) Hows Daniel, Follow @peterfacinelli Yeah? "
Negative,2226908438,kimberlynanne,@mary_e_mcmillan ugh I don't know if I'm ever coming home! I'm doing stupid summer school every day  I miss you too love!!!
Positive,2180576742,dearbhlaoconnor,yayyyyy i bought a new dress for wezz. sorted. 
Negative,1690761034,Dchandaman,"Just washed my car... Now it looks like it I'd going to rain  fuuuck..,."
Negative,1565910920,eriikk,"Finally got my internet back. Been offline since thursday, because of a broken cable. "
Positive,2067235423,DuncanBBrown,Day of the Tonys!!! 
Negative,2178287774,tstephenson,Forgot my prox card.    #mlia
Negative,2182275553,_sarahbear,i wish i didn't have to work today... i want a nap 
Positive,2191668844,beccasetz,@flight0001 alright I can handle that 
Positive,2176469367,TizBanana,"@nomes2 Hey  Sorry, we couldn't take the camera out.. but it was pretty rad  We have the token tourist pic.. will show you one day "
Positive,1973657597,XPIZZAX,http://twitpic.com/69uyb - Took this picture of Billy yesterday. This was his Lazy Hour. 
Positive,2062580138,MatthewJoseph69,Leo is spending the night! 
Negative,2186570173,HorseBabe3,Last exam tomorrow then I'm free!!!...and jobless 
Positive,1986572079,TatianaMzPretty,@RnBTreasure  lol...I'm trying it's kinda hard lol
Negative,2048485972,paranormalcolo,@ninagigliotti she wont quit attacking the cats 
Negative,2255896069,racheylhotdamn,i wish corina would wake her ass up and stop being angry with me 
Negative,2190482003,Verbal_Kint,@LauraJansen Not available in the dutch store 
Negative,2062271613,JayArbautista,oh boy! tomorrow school starts 
Positive,2001896599,partywithneha,@tarushikha aww...koi na. Finish it up n go take a long massage in the spa 
Positive,1969323407,summernoel86,Friday night with Jennifer 
Negative,1692130435,segura213,"time for my dose of pain killers, off to bed to have wierd dreams on meds "
Positive,2177720552,karen_1202,Getting ready for school..can't wait to see my baby today 
Positive,2187178254,lyricisteph,thinks its super cute that Jake replayed Viva la Vida on YouTube like 50X to learn the lyrics now he won't stop singing the WHOLE thing 
Negative,2187561572,rose3694,@Shopaholic_Mama Sounds like you got Rank Spanked  They seem to love hitting us Bloggers.
Positive,1989852993,PaterzAttack,@NinjaSarah What do you call a line of blondes standing ear to ear? A wind tunnel 
Positive,1932899613,davidcosta219,"@Chanel649 Hey...If You're at The Beat Kitchen on Saturday and Gone Off Them Skittles Then I'll Be on Your Level, Ha Ha "
Positive,2002570812,Pinky_pam,Thinks at least she'll know what her sisters are up to at the least 
Positive,1693404630,ValerieLeads,@pennylane55 ohh what shirt did johann get you at hot topic?! i want to know! 
Positive,2177003527,wolfe_masque,Isn't it strange how my username of years was &quot;Tweets&quot;?  Tweets tweets?  
Negative,2058587536,amandashirlow,"two weeks till oasis, my back is really sore  i think haved pulled something."
Positive,1976288360,susiecameron,@edo_au  you r so sweet! -= hope you're having a lovely wend!! 
Positive,1556685315,Rezdamc,@iamdiddy got flows!!! LETS GO. Dont mind me if i kick some freestyles  Diddy live &gt; http://bit.ly/BeN2t
Negative,2186336804,yoyohd,"justgothome, was going to hit up hidenseek with friends but am too tired. have to be up in about 8 hours anyway. "
Negative,1686428856,netzturbine,"@vashtan - yes it was - The golden hour will b 5th of  May in London in The Camden Head - mebbe U have time - sry, only have a #fb link "
Negative,2057094960,davidhastopee,I really don't think I like today 
Positive,1995274252,Forsha_eva,@MrJusts priekÅ¡ sevis 
Negative,2065442674,stephsiau,@clapyourfeet WHAT?! lol stephsiau@gmail.com r u sure i didn't receive 
Positive,2052780593,bobox,@unclewalter This reminds that I have to watch &quot;The Big Lebowski&quot; (http://bit.ly/3zgLJb  once again. 
Negative,2285118189,DearElena,my sister had a car wreck. 
Positive,1883241356,podblack,"@JHVanOphem - ah! SOME correlation between low serotonin levels and ability to handle stress, so a little credence to the theory. "
Positive,2000351289,georgette24,@camillewashere hey hey  gud morning. you heard the rumor?
Negative,1695109161,livxrpi,i wish i was in sheffield 
Positive,2063260576,WolfStarM13,"@dancesingact totally... and btw, nice english fail "
Positive,1974926090,emmaburtenshaw,"AWW Julian, what an adorable creature! "
Negative,1751630619,deathcab4candi,@omgzitznina  That was me every day when I worked at Wal-Mart. Fucking retail will do that to you.
Negative,1753634206,Jade_louise_x,ohh dear  brothers gone back to the army  miss youu xxx
Positive,1793140383,samanthaang,@perkierthanyou LOL guess pug it is.Only adorable when overweight so feed it more  .Hope my slingbacks will treat me well *crossfingers*
Negative,2235680575,HrvojeGazibara,Am I the only person who has problems with adding feeds in Opera 10? New problems just keep coming every day. Love won't last forever. 
Positive,1983934521,SongoftheOss,@_CorruptedAngel you will need to convene with @thisstarchild - she is treating me at the moment 
Negative,2329023850,Beatriz730,saddened by the loss of icon Farrah Fawcett 
Positive,1881724850,sexyrican21,I'm here at work I'm so tired been here since 5:30... I'm so excited my 2 best friends r comin down from jersey today 
Positive,2056682105,WendyBrandes,"@anniew415 yes, definitely! I'm a believer "
Positive,1833991043,PlusLadyG,My new booo is Laz  Alonso and @hoseasanchez. Whoooooo wee. They dont got the top spot though. 
Positive,1932758965,iPlusG,@MarioSoulTruth Heyyyyyy Mars Bars! How u been? I love u and I was tryna get u to respond! Been going hard 4 u since 2002 
Negative,2300048772,ElektroCute,Missing everyone  &lt;3 xoxo
Negative,2190036106,JooWang,I am not enjoying life right now. The Internet on both my phone and the computer is messed up and slow. Wtffff. 
Positive,1965807668,charity31,@ElizabethAloe  not yet.  i'll take a look this weekend.  
Positive,1754547357,RockinMomma,HAPPY MOTHERS DAY TO ALL YOU MOMS   I hope it is a great one 
Positive,1755280963,rainbowdrops22,"anymore questions about it, just ask "
Negative,2323136352,52million,likes cigarettes.  I should quit.
Negative,2053714487,micgamer16,why does my macbook here now have this weird error where it randomly goes onto standby 
Positive,2192790952,MariaVonLiz,Walked that damn hill up kingsbridge now I'm starving  ... Gonna have a huge bowl of cereal and watch Sex and The City 
Positive,1977971701,chicagostyle,@dominicanhair thanks! If it wasn't for this damn recession I would get out there to you 
Negative,2217826944,Cyntbrit,@spiderrx MMS not available until late summer 
Positive,1966322065,dragonray,"@WoWInsider Yes, Mage has seen level 60, 70 and 80, with so far no other alts at max levels "
Negative,1835329827,Kuwait_Mates,I am off to bed .. today was a Gr8 day full of things .. i am more than tired and i need rest ! tomorrow is a killing day cuz  my MIDTERM 
Positive,1548701794,blondieis,sitting on a chair 
Negative,2178657319,davidmacdougall,"WATCHING: The Sarah Connor Chronicles, season 2. Top show, shame it didn't get renewed for a 3rd season "
Positive,2054273503,brianne1017,@amelietw Hi! It's Brianne aka Eeyore1017 from lj! 
Positive,2001463858,if__fi,@optimiced Ð¸ÑÐ°Ð°...Ð¼Ð½Ð¾Ð³Ð¾ Ð¾Ð±Ð¸ÑÐ°Ð¼ Ð Ð¸Ñ?Ðº. Ð?Ð¹Ð´Ðµ Ð´Ð° Ð¸Ð³ÑÐ°ÐµÐ¼ Ð½Ñ?ÐºÐ¾Ñ? Ð²ÐµÑÐµÑ 
Positive,2175361329,ShanyleBaby,@ dbella714 ohh you knowww 
Negative,2016796561,wyldkyss,@thancrus What is going on with you? Just now seeing all your tweets from last night 
Negative,2227108458,callumoleary,everytime i look at them they look worse. 
Positive,1755444944,Yelenaaa,wishing i was in paris with @akerdman but still enjoying jersey 
Negative,2326232949,firstplaceloser,i has got a fever..  h1n1 perhaps?? XP
Negative,2049567630,Stompalina,I think I broke my toe. Haf is having to cook dinner. I hope it doesn't impede my healing  /sadandswolen
